Type,Title,Price,Location,Beds,Baths,Area,Date
House,156 Sq. Yrd House Ground + 1 Double Storey At Surjani Kaneez Fatima Society,1.6 Crore,"Gulshan-e-Kaneez Fatima Society - Surjani, Surjani Town - Sector 3",6,6,156 Sq. Yd.,Added: 1 day ago
House,120 Sq Yard House Ground +1 Double Story In Scheme 33,2.4 Crore,"Scheme 33, Karachi",8,5,120 Sq. Yd.,Added: 1 day ago
House,120 Sq Yrd Dubble Story Villa NTR 3,1.15 Crore,"North Town Residency, Surjani Town",5,4,120 Sq. Yd.,Added: 1 day ago
House,3Bed DDL 125 sq yd Villa FOR SALE at Precicnt-11B (All Amenities Nearby) Heighted Location Investor Rates,1.23 Crore,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3,3,125 Sq. Yd.,Added: 1 day ago
House,120 Sq Yrd House Brand New In Scheme 33,2.15 Crore,"Scheme 33, Karachi",6,4,120 Sq. Yd.,Added: 1 day ago
House,3Bed DDL 200sq yd Villa FOR SALE. Top Heighted Location near. Murree Point BTK (Hill View),1.62 Crore,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,200 Sq. Yd.,Added: 1 day ago
House,,2.1 Crore,"Sector 32 - Punjabi Saudagar City Phase 1, Scheme 33 - Sector 32",4,5,120 Sq. Yd.,Added: 3 weeks ago
House,,14 Crore,"Navy Housing Scheme Karsaz, Karachi",5,6,350 Sq. Yd.,Added: 3 weeks ago
House,,17.5 Crore,"Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal",7,6,550 Sq. Yd.,Added: 4 weeks ago
House,,6.2 Crore,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",8,7,400 Sq. Yd.,Added: 4 weeks ago
House,,4.73 Crore,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",6,6,240 Sq. Yd.,Added: 4 weeks ago
House,,5.5 Crore,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",6,6,240 Sq. Yd.,Added: 4 weeks ago
House,,6.45 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 4 weeks ago
House,,6.3 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 4 weeks ago
House,,6.05 Crore,"Askari 6, Malir Cantonment",5,5,300 Sq. Yd.,Added: 4 weeks ago
House,,4.8 Crore,"Naya Nazimabad - Block C, Naya Nazimabad",6,6,27 Sq. Yd.,Added: 4 weeks ago
House,,2.38 Crore,"Cotton Export Cooperative Housing Society, Karachi",4,5,120 Sq. Yd.,Added: 3 days ago
House,,9.83 Crore,"Askari 5 - Sector H, Askari 5",5,5,427 Sq. Yd.,Added: 3 days ago
House,,8.5 Crore,"Malir Cantonment, Cantt",5,6,375 Sq. Yd.,Added: 3 days ago
House,,10.8 Crore,"Falcon Complex New Malir, Malir",5,6,500 Sq. Yd.,Added: 3 days ago
House,,7.9 Crore,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,Added: 3 days ago
House,,10.75 Crore,"Falcon Complex New Malir, Malir",5,6,500 Sq. Yd.,Added: 3 days ago
House,,5.25 Crore,"Gulistan-e-Jauhar - Block 4, Gulistan-e-Jauhar",3,4,240 Sq. Yd.,Added: 3 days ago
House,,6.5 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 day ago
House,,6.85 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 1 day ago
House,,6.3 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 1 day ago
House,,6.55 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 1 day ago
House,,1.39 Crore,"Bahria Town - Precinct 27, Bahria Town Karachi",3,3,235 Sq. Yd.,Added: 1 day ago
House,,2 Crore,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2",3,3,200 Sq. Yd.,Added: 1 day ago
House,,5.9 Crore,"NHS Mauripur, Northern Bypass",5,6,350 Sq. Yd.,Added: 1 day ago
House,,1.8 Crore,"DHA City - Sector 14B, DHA City - Sector 14",4,4,125 Sq. Yd.,Added: 1 day ago
House,Corner House Available For Sale,3.7 Crore,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",4,4,200 Sq. Yd.,Added: 4 weeks ago
House,"Old House In Al Hamra Society, 600 Sq Yd, Best Location",20 Crore,"Al Hamra Society, Gulshan-e-Iqbal Town",6,6,600 Sq. Yd.,Added: 4 weeks ago
House,House For Sale Is Readily Available In Prime Location Of Askari 5 - Sector H,9.84 Crore,"Askari 5 - Sector H, Askari 5",5,5,427 Sq. Yd.,Added: 3 days ago
House,House Of 375 Square Yards Is Available For sale,7.82 Crore,"Askari 5 - Sector J, Askari 5",5,5,375 Sq. Yd.,Added: 3 days ago
House,Duplex Bungalow For Sale,7.65 Crore,"DHA Phase 6, DHA Defence",4,5,300 Sq. Yd.,Added: 3 days ago
House,Charming 500 Yards House For Sale In DHA Phase 7,10.75 Crore,"DHA Phase 7, DHA Defence",5,6,500 Sq. Yd.,Added: 3 days ago
House,For Sale: Well-Maintained House In DHA Phase 6 500 Yards,14.75 Crore,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,Added: 3 days ago
House,For Sale: Well-Maintained House In DHA Phase 4 300 Yards,9.25 Crore,"DHA Phase 4, DHA Defence",4,5,300 Sq. Yd.,Added: 3 days ago
House,"1000 Square Yards Corner Bungalow For Sale Khayaban-E-Badban, DHA Phase V Karachi",22.5 Crore,"DHA Phase 8, DHA Defence",5,6,"1,000 Sq. Yd.",Added: 4 days ago
House,Well-Maintained 600 Yards 2-Unit House for Sale DHA Phase VI Karachi,16 Crore,"DHA Phase 6, DHA Defence",6,7,600 Sq. Yd.,Added: 4 days ago
House,Slightly Used Bungalow At Most Prime Location,5.25 Crore,"DHA Phase 7 Extension, DHA Defence",4,4,120 Sq. Yd.,Added: 4 days ago
House,Townhouse For Sale,8.5 Crore,"SMCHS - Sindhi Muslim Society, Jamshed Town",5,5,220 Sq. Yd.,Added: 4 days ago
House,Old House For Sale,5.7 Crore,"North Nazimabad - Block J, North Nazimabad",3,4,430 Sq. Yd.,Added: 3 days ago
House,Chance Deal 500 Yards Proper Two Bungalow For Sale In Phase 7 6 Specious Bedrooms With Huge Parking Space West Open,9.9 Crore,"DHA Phase 7, DHA Defence",6,6,500 Sq. Yd.,Added: 3 days ago
House,Triple Story House Available For Sale,6.7 Crore,"North Nazimabad - Block I, North Nazimabad",9,7,400 Sq. Yd.,Added: 3 days ago
House,Old House Available For Sale,4.15 Crore,"North Nazimabad - Block I, North Nazimabad",5,4,200 Sq. Yd.,Added: 3 days ago
House,Direct Owner Meeting Leased Well Maintained House For Sale,3.4 Crore,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar",6,5,120 Sq. Yd.,Added: 3 days ago
House,Luxury Lifestyle 250 sqyds Bungalow Available for Sale at Ameer Khusro DHA Phase 6 Karachi,7 Crore,"DHA Phase 6, DHA Defence",4,6,250 Sq. Yd.,Added: 1 day ago
House,Stunning 500 yds Bungalow Available for Sale at Khayaban-e-Ittehad,13 Crore,"DHA Phase 6, DHA Defence",6,7,500 Sq. Yd.,Added: 1 day ago
House,House Is Available For Sale,6.6 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 1 day ago
House,New House Availed For Sale,6.55 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 1 day ago
House,Buy Your Ideal 375 Square Yards House In A Prime Location Of Karachi,6.5 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 1 day ago
House,House Is Available In Gulistane Jauhar Block 7,5.5 Crore,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",,,266 Sq. Yd.,Added: 1 day ago
House,House Available For Sale,4.75 Crore,"North Nazimabad - Block B, North Nazimabad",6,6,200 Sq. Yd.,Added: 1 day ago
House,Demolished House For Sale North Nazimabad Block L,4.85 Crore,"North Nazimabad - Block L, North Nazimabad",3,2,256 Sq. Yd.,Added: 1 day ago
House,,1.32 Crore,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,152 Sq. Yd.,Added: 4 days ago
House,,1.32 Crore,"Bahria Town - Precinct 12, Bahria Town Karachi",4,4,125 Sq. Yd.,Added: 4 days ago
House,,13 Crore,"DHA Phase 7, DHA Defence",5,6,680 Sq. Yd.,Added: 4 days ago
House,,7.25 Crore,"DHA Phase 7, DHA Defence",4,4,300 Sq. Yd.,Added: 4 days ago
House,,22 Crore,"DHA Phase 8 - Zone B, DHA Phase 8",6,6,500 Sq. Yd.,Added: 4 days ago
House,,2.35 Crore,"Bahria Town - Precinct 6, Bahria Town Karachi",5,5,272 Sq. Yd.,Added: 4 days ago
House,,14.5 Crore,"DHA Phase 5, DHA Defence",4,5,500 Sq. Yd.,Added: 5 days ago
House,,17.5 Crore,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,Added: 5 days ago
House,,22 Crore,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 5 days ago
House,,18.5 Crore,"DHA Phase 5, DHA Defence",5,6,500 Sq. Yd.,Added: 5 days ago
House,,9 Crore,"DHA Phase 7, DHA Defence",6,6,500 Sq. Yd.,Added: 5 days ago
House,,22.5 Crore,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 5 days ago
House,,3.95 Crore,"Saadi Town - Block 3, Saadi Town",6,7,240 Sq. Yd.,Added: 3 days ago
House,,9.5 Crore,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",9,6,670 Sq. Yd.,Added: 3 days ago
House,,16.5 Crore,"DHA Phase 6, DHA Defence",7,6,500 Sq. Yd.,Added: 3 days ago
House,,2.6 Crore,"Shadman Town - Sector-14/B, Shadman",6,6,120 Sq. Yd.,Added: 3 days ago
House,,3.5 Crore,"Shadman Town - Sector-14/B, Shadman",4,5,120 Sq. Yd.,Added: 3 days ago
House,,5.85 Crore,"North Nazimabad - Block H, North Nazimabad",7,7,233 Sq. Yd.,Added: 1 day ago
House,,5 Crore,"Bufferzone - Sector 15-A/4, Buffer Zone",6,6,120 Sq. Yd.,Added: 1 day ago
House,,3.1 Crore,"Naya Nazimabad - Block C, Naya Nazimabad",4,5,120 Sq. Yd.,Added: 1 day ago
House,,10.5 Crore,"Gulistan-e-Jauhar, Karachi",9,6,400 Sq. Yd.,Added: 1 day ago
House,,18 Crore,"Federal B Area - Block 10, Federal B Area",,,600 Sq. Yd.,Added: 1 day ago
House,,21 Crore,"Federal B Area - Block 10, Federal B Area",8,6,600 Sq. Yd.,Added: 1 day ago
House,,28 Crore,"Amir Khusro, Karachi",8,6,"1,000 Sq. Yd.",Added: 1 day ago
House,,13.99 Crore,"DHA Phase 7, DHA Defence",5,5,500 Sq. Yd.,Added: 1 day ago
House,"Chance Deal 500 Yard Prime Location Bungalow For Sale In DHA Phase 6 Karachi, Near Saheem Masjid",13.5 Crore,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,Added: 5 days ago
House,Brand New 100-Yard Bungalow In DHA Phase VII Ext Elegant & Modern Desing,4.65 Crore,"DHA Phase 7 Extension, DHA Defence",4,4,100 Sq. Yd.,Added: 5 days ago
House,BRAND NEW MODERN BUNGALOW 666 IN PHASE 8,30 Crore,"DHA Phase 8, DHA Defence",6,7,666 Sq. Yd.,Added: 5 days ago
House,Slightly Used 2 Units House For Sale 6 Bedrooms Drawing Dining,13.3 Crore,"DHA Phase 7, DHA Defence",6,6,500 Sq. Yd.,Added: 5 days ago
House,600 Sq. Yards Two-Unit Bungalow For Sale In DHA Phase 6 Near Bukhari Park,14 Crore,"DHA Phase 6, DHA Defence",6,6,600 Sq. Yd.,Added: 5 days ago
House,BUNGALOW FOR SALE IN PRIME LOCATION OF KH-E-RAHAT PHASE 6 DHA KARACHI,7 Crore,"DHA Phase 6, DHA Defence",4,4,250 Sq. Yd.,Added: 5 days ago
House,CORNER ARCHITECTURALLY DESIGNED FULLY RENOVATED 500 YARDS BUNGALOW SALE IN DHA PHASE 6 KARACHI,9 Crore,"DHA Phase 6, DHA Defence",5,5,500 Sq. Yd.,Added: 5 days ago
House,"300 YARD FULLY RENOVATED DUPLEX BUNGALOW FOR SALE IN DHA PHASE 6, KARACHI",7.5 Crore,"DHA Phase 6, DHA Defence",4,5,300 Sq. Yd.,Added: 5 days ago
House,RAHAT/SEHER STREETS 500 YARDS BUNGALOW FOR SALE IN DHA PHASE 6,10.5 Crore,"DHA Phase 6, DHA Defence",7,6,500 Sq. Yd.,Added: 5 days ago
House,500 SQUARE YARD BUNGALOW FOR SALE IN PHASE 6 DHA KARACHI,17 Crore,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,Added: 5 days ago
House,500 YARDS BRAND NEW BUNGALOW WITH BASEMENT & POOL FOR SALE DHA PHASE VIII,21 Crore,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,Added: 5 days ago
House,Bungalow FOR SALE NEAR SMALL BUKHARI COMM BRAND NEW,14 Crore,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,Added: 5 days ago
House,Buy Your Ideal 500 Square Yards House In A Prime Location Of Karachi,15.75 Crore,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,Added: 3 days ago
House,House For Sale,3.15 Crore,"Shadman Town - Sector-14/B, Shadman",4,5,120 Sq. Yd.,Added: 3 days ago
House,Bungalow Is Available For Sale,3.1 Crore,"Shadman Town - Sector-14/B, Shadman",4,4,120 Sq. Yd.,Added: 3 days ago
House,House For Sale 240 Yards,4.6 Crore,"Shadman Town - Sector-14/B, Shadman",5,6,240 Sq. Yd.,Added: 3 days ago
House,House For Sale Ground Plus Two,5.9 Crore,"Shadman Town - Sector-14/B, Shadman",9,6,240 Sq. Yd.,Added: 3 days ago
House,Fahad jabbar Memon Offers 500 Yards Bungalow For Sale In Phase 6,12.25 Crore,"DHA Phase 6, DHA Defence",5,5,500 Sq. Yd.,Added: 1 day ago
House,500 YARDS WEST OPEN LUXURIOUS & MODERN BUNGALOW,19 Crore,"DHA Phase 8, DHA Defence",7,7,500 Sq. Yd.,Added: 1 day ago
House,"Jamal Basheer offers One Brand New Bungalow For Sale In Phase 8, DHA, Karachi.",35 Crore,"DHA Phase 8, DHA Defence",6,7,"1,000 Sq. Yd.",Added: 1 day ago
House,Brand New 240 sq yd bungalow near to masjid on prime location of Gulshan-e-maymar sector T,4.2 Crore,"Gulshan-e-Maymar - Sector T, Gulshan-e-Maymar",6,6,240 Sq. Yd.,Added: 1 day ago
House,600 Sq Yard Grey Structure VVIP Sector W-3 Of Gulshan-E-Maymar Near City School,6 Crore,"Gulshan-e-Maymar - Sector W, Gulshan-e-Maymar",6,6,600 Sq. Yd.,Added: 1 day ago
House,600 yard Pure West Open Bangalow Buying A House In Kda Scheme 1,22.5 Crore,"KDA Scheme 1, Karachi",6,6,600 Sq. Yd.,Added: 1 day ago
House,Brand New 250 Sq Yard House On Shaheed Millat Road For Sale,9.5 Crore,"Shaheed Millat Road, Karachi",5,6,250 Sq. Yd.,Added: 1 day ago
House,300 Sq Yards Brand New Bungalow For Sale In Bahadurabad,12.5 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",8,8,300 Sq. Yd.,Added: 1 day ago
House,Dha phase 8 500 sq yard brand new bungalow 1+1+3 bedroom with swimming pool basemnet home theatre top of the line house away from sea ready to move,22 Crore,"DHA Phase 8, DHA Defence",5,6,500 Sq. Yd.,Added: 5 days ago
House,1000 Square Yard Dha Phase 6 Brand New Bungalow 2+4 Bedroom With Swimming Pools Basement Home Theatre West Open Architect Design Bungalow Away From Sea,35 Crore,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 5 days ago
House,Dha Phase 6 1000 Square Yard Brand New Bungalow 2+4 Bedroom With Swimming Pools Basement Home Theatre Big Car Car Parking Big Lawn Away From Sea To Of The Line House Architect Design Bungalow,42 Crore,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 5 days ago
House,Dha Phase 8 2000 Sq Yard Brand New Bungalow 4+4 Bedroom With Swimming Pools Basement Home Theatre Lift Install Big Car Parking Big Lawn Top Of The Line House Architect Design Bungalow,1 Arab,"DHA Phase 8, DHA Defence",8,6,"2,000 Sq. Yd.",Added: 5 days ago
House,Dha Phase 2000 Sq Yard Brand New Bungalow 4+4 Bedroom With Basement Swimming Lift Install Big Lawn Big Car Parking Top Of The Line Bungalow Way From Sea,85 Crore,"DHA Phase 8, DHA Defence",8,6,"2,000 Sq. Yd.",Added: 5 days ago
House,Dha Phase 8 1000 Sq Yard Brand New Bungalow 2+4 Bedroom With Swimming Pool Basement Big Lawn Car Parking West Open House Ready To Move Away From Sea Top Of The Line House,41 Crore,"DHA Phase 8, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 5 days ago
House,500 Sq Yard Brand New Bungalow 2+4 Bedroom With Swimming Pool Basemnet Home Theatre West Open Top Of The Line House Ready To Move,21.5 Crore,"DHA Phase 8 - Zone A, DHA Phase 8",6,6,500 Sq. Yd.,Added: 5 days ago
House,"URGENT SALE CORNER BUNGALOW ON KHAYABAN-E-IQBAL, DHA PHASE 8",13 Crore,"Khayaban-e-Iqbal, Clifton",6,7,500 Sq. Yd.,Added: 5 days ago
House,10% BOOKING 1 BED WITH PRIVATE PLUNGE POOL | GOLDCREST BAYSANDS TOWER II,3.9 Crore,"HMR Waterfront, DHA Phase 8",1,2,"1,100 Sq. Yd.",Added: 5 days ago
House,2 BEDROOM SEA VIEW APARTMENT WITH PRIVATE PLUNGE POOL | GOLDCREST BAYSANDS TOWER II DHA PHASE 8,5.5 Crore,"Emaar Ocean Front, DHA Phase 8",2,3,167 Sq. Yd.,Added: 5 days ago
House,"Bungalow On Sale, Khayaban-E-Ameer Khusro, DHA Phase 6, Karachi",6.9 Crore,"DHA Phase 6, DHA Defence",4,5,300 Sq. Yd.,Added: 5 days ago
House,BUNGALOW FOR SALE IN DHA PHASE 5 AT VERY PRIME LOCATION,12 Crore,"DHA Phase 5, DHA Defence",5,6,500 Sq. Yd.,Added: 5 days ago
House,Well Maintained One Unit Style Bungalow Available For Sale,2 Crore,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar",3,3,120 Sq. Yd.,Added: 3 days ago
House,"Brand New 375 SQ YDs. House Is Available For Sale In Askari 6, Karachi",6.4 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 3 days ago
House,Brand New Corner West Open 1000 Yard Bungalow For Sale In Phase 8 Most Prime Location,35 Crore,"DHA Phase 8, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 3 days ago
House,Roomi Residency Apartment Opposite Malir Cantt,1.45 Crore,"Malir Cantonment, Cantt",2,,117 Sq. Yd.,Added: 3 days ago
House,VILLA FOR SALE,86 Lakh,"Malir Cantonment, Cantt",2,2,120 Sq. Yd.,Added: 3 days ago
House,250 Sq Yards Brand New Town House For Sale Pechs Block 6,10.25 Crore,"PECHS Block 6, PECHS",3,3,250 Sq. Yd.,Added: 1 day ago
House,600 Yard Bungalow 2 Side Corner Vip Location Of Smchs Near Shahrah E Faisal,12.5 Crore,"Sindhi Muslim Society - Block A, SMCHS - Sindhi Muslim Society",,,600 Sq. Yd.,Added: 1 day ago
House,250 Yard Townhouse For Sale At Mohammad Ali Society,7.65 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",4,4,250 Sq. Yd.,Added: 1 day ago
House,250 YARD TOWN HOUSE FOR SALE IN PECHS BLK2,10.4 Crore,"PECHS Block 2, PECHS",5,5,250 Sq. Yd.,Added: 1 day ago
House,1000 Sq Yard Commercial Use Bangalow Hot Spot Location Of Shahrah E Faisal,13.9 Crore,"PECHS Block 6, PECHS",11,7,"1,000 Sq. Yd.",Added: 1 day ago
House,272 SQ YARD TOWN HOUSE ON MAIN FEROZABAD POLICE ROAD,8.75 Crore,"PECHS Block 6, PECHS",4,4,272 Sq. Yd.,Added: 1 day ago
House,250 Yard Town House For Sale In PECHS Near Kashmir Road Vip Location,9.75 Crore,"PECHS Block 2, PECHS",5,5,250 Sq. Yd.,Added: 1 day ago
House,350 Sq Yard One Unit Houses For Sale Available In Navy Housing Society Karsaz,13.9 Crore,"Navy Housing Scheme Karsaz, Karachi",5,5,350 Sq. Yd.,Added: 1 day ago
House,"500 YARDS LUXURY HOUSE FOR SALE Prime Location DHA Phase 6, Karachi",13.25 Crore,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,Added: 5 days ago
House,120 Sq Yd House Available For Urgently Sale At Gulberg Block 17 Near Ancholi Society,3.3 Crore,"Gulberg Town, Karachi",8,6,120 Sq. Yd.,Added: 6 days ago
House,House Available For Urgently Sale,6 Crore,"Gulshan-e-Maymar - Sector W, Gulshan-e-Maymar",8,6,400 Sq. Yd.,Added: 6 days ago
House,House Available For Urgently Sale At Green Town Shah Faisal,2.75 Crore,"Green Town, Shah Faisal Town",6,6,275 Sq. Yd.,Added: 6 days ago
House,Most Beautiful 5 Bed DD Model Villa Brand New Semi Corner in Precinct 8 Bahria Town Karachi,4.5 Crore,"Bahria Town - Precinct 8, Bahria Town Karachi",5,6,350 Sq. Yd.,Added: 6 days ago
House,Iqbal Villa 3 Bed DD Fully Renovated Like Brand New Next to Jinnah Avenue 150 yards,1.85 Crore,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",3,3,152 Sq. Yd.,Added: 6 days ago
House,"Iqbal Villas 152sq Yd FOR SALE, 3 Bedrooms, Drawing, Dinning, Kitchen & Lounge. 2min Drive From Main Gate Of Bahria Town Karachi.",1.52 Crore,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2",3,3,152 Sq. Yd.,Added: 6 days ago
House,100 Yard Proper One Unit Wel Maintained Banglow Is Available For Sale With Full Basement Ground+One 4 Bedrooms Drawing Dinning Tv Lounge With DHA Phase 7 Extension Near Masjid e Fatima,3.49 Crore,"DHA Phase 7 Extension, DHA Defence",4,4,100 Sq. Yd.,Added: 6 days ago
House,"235 Sq Yd Villa For Sale Precinct 31, Near Sports City Villas, Bahria Town Karachi One Unit with 3 Bedrooms, Drawing, Dining, Closed Italian Kitchen & TV Lounge All Amenities Nearby Including Parks, Mosques & Gallery 15 Min from Main Gate.",1.24 Crore,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,235 Sq. Yd.,Added: 6 days ago
House,Like New Bungalow 2+4 Bedroom With Basement West Open Prime Location Top Of The Line,17 Crore,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,Added: 6 days ago
House,300 Yards Bungalow For Sale In DHA Phase 6,7.8 Crore,"DHA Phase 6, DHA Defence",4,6,300 Sq. Yd.,Added: 6 days ago
House,Luxurious Bungalow For Sale In DHA Phase 4 Brand New 300 Yards 6 Spacious Bedroom,13.5 Crore,"DHA Phase 4, DHA Defence",6,6,300 Sq. Yd.,Added: 6 days ago
House,West Open In Askari 6 House Sized 375 Square Yards For sale,6.6 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 3 days ago
House,Looking For A West Open House In Karachi,6.5 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 3 days ago
House,Brigadier House Available For Sale 375 Sq Yrd Sector J Askari 5,8.1 Crore,"Askari 5 - Sector J, Askari 5",5,6,375 Sq. Yd.,Added: 3 days ago
House,Brand New House Is Available For Sale,7.6 Crore,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,Added: 3 days ago
House,Ready To Move 500 Square Yards House For Sale In Falcon Complex New Malir,10.3 Crore,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,Added: 3 days ago
House,2000 Sqft 2nd Floor 5 Bed Portion With Roof On Vip Location Of Jheel Park PECHS Block 2,4.65 Crore,"PECHS Block 2, PECHS",5,5,222 Sq. Yd.,Added: 1 day ago
House,260 Sq Yard Townhouse Like Brand New 2 Side Corner On Vip Location Of Al Hamra Society,12.5 Crore,"Al Hamra Society, Gulshan-e-Iqbal Town",5,6,260 Sq. Yd.,Added: 1 day ago
House,225 Yard Town House For Sale On Bhadurabad,8.25 Crore,"Bahadurabad, Gulshan-e-Iqbal Town",5,5,225 Sq. Yd.,Added: 1 day ago
House,600 Yard Bangalow For Sale G+2 Very Well Construction Use For Commercial Or Residential Also,22 Crore,"Shahra-e-Faisal, Karachi",11,7,600 Sq. Yd.,Added: 1 day ago
House,BRAND NEW 620 YARD BUNGLOW IN POSH AREA OF MOHAMMAD ALI SOCIETY,31.5 Crore,"Mohammad Ali Society, Gulshan-e-Iqbal Town",9,6,620 Sq. Yd.,Added: 1 day ago
House,1000 Yard Old Bangalow On Main Karsaz Road Facing 2 Side Corner,35 Crore,"KDA Scheme 1, Karachi",,,"1,000 Sq. Yd.",Added: 1 day ago
House,200 Yard Bungalow On Vip Location Of Karachi Admin Off Shaheed E Millat Road,8.5 Crore,"Karachi Administration Employees Society, Jamshed Town",5,5,200 Sq. Yd.,Added: 1 day ago
House,680 Yard Ground Plus Bangalow Pure West Open 2 Side Corner Vip Location Of Gulshan Blk 17,21.5 Crore,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal",6,7,680 Sq. Yd.,Added: 1 day ago
House,Dha Phase 6 1000 Square Yard Brand New Bungalow 2+4 Bedroom With Swimming Pools Basement Home Theatre Drawing Dining Big Lounge Out Class Bungalow,34 Crore,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 6 days ago
House,Dha Phase 8 1000 Sq Yard Brand New Bungalow 2+4 Bedroom With Swimming Pools Basement Home Theatre Away From Sea Top Of The Line Bungalow,42 Crore,"DHA Phase 8, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 6 days ago
House,DHA KARACHI PHASE-8 666 YARDS SUPER LUXURY SIX-BEDROOMS PROPER TWO UNIT BUNGALOW ALL FITTINGS AND FIXTURES ARE IMPORTED AND BRANDED EXCELLENT WOOD WORK ALL BRANDED TILES,23 Crore,"DHA Phase 8 - Zone A, DHA Phase 8",6,6,666 Sq. Yd.,Added: 6 days ago
