Type,Title,Price,Location,Beds,Baths,Area,Date
House,,1.7 Crore,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,200 Sq. Yd.,Added: 1 week ago
House,,1.75 Crore,"Bahria Sports City, Bahria Town Karachi",3,3,350 Sq. Yd.,Added: 1 week ago
House,,1.3 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",2,2,125 Sq. Yd.,Added: 1 week ago
House,,55 Crore,"Clifton - Block 5, Clifton",10,6,"2,000 Sq. Yd.",Added: 1 week ago
House,,2.65 Crore,"Zeenatabad, Scheme 33",4,5,120 Sq. Yd.,Added: 1 week ago
House,,3.25 Crore,"Central Information Cooperative Housing Society, Scheme 33",6,6,120 Sq. Yd.,Added: 1 week ago
House,,97 Lakh,"PN Welfare Housing Scheme, Bin Qasim Town",2,3,20 Sq. Yd.,Added: 1 week ago
House,,3 Crore,"Chapal Sun City, Scheme 33",4,4,200 Sq. Yd.,Added: 1 week ago
House,Prime Location House Of 200 Square Yards In Federal B Area - Block 12 For sale,5.6 Crore,"Federal B Area - Block 12, Federal B Area",7,6,200 Sq. Yd.,Added: 1 week ago
House,Book Prime Location House Today In Federal B Area - Block 12,4.5 Crore,"Federal B Area - Block 12, Federal B Area",6,6,200 Sq. Yd.,Added: 1 week ago
House,Prime Location House For Sale In Federal B Area - Block 10,7.8 Crore,"Federal B Area - Block 10, Federal B Area",4,4,400 Sq. Yd.,Added: 1 week ago
House,Get In Touch Now To Buy A Prime Location House In Federal B Area - Block 12 Karachi,3.9 Crore,"Federal B Area - Block 12, Federal B Area",4,4,200 Sq. Yd.,Added: 1 week ago
House,Ideally Located Prime Location House For sale In Federal B Area - Block 13 Available,7.4 Crore,"Federal B Area - Block 13, Federal B Area",4,4,400 Sq. Yd.,Added: 1 week ago
House,A Spacious Prime Location 400 Square Yards House In Federal B Area - Block 13,7.95 Crore,"Federal B Area - Block 13, Federal B Area",5,5,400 Sq. Yd.,Added: 1 week ago
House,Prime Location House For Sale In Federal B Area - Block 10,8.15 Crore,"Federal B Area - Block 10, Federal B Area",5,5,400 Sq. Yd.,Added: 1 week ago
House,Avail Yourself A Great Prime Location 200 Square Yards House In Federal B Area - Block 12,5.8 Crore,"Federal B Area - Block 12, Federal B Area",8,6,200 Sq. Yd.,Added: 1 week ago
House,Prime Location 200 Square Yards House Ideally Situated In Federal B Area - Block 12,6.3 Crore,"Federal B Area - Block 12, Federal B Area",9,7,200 Sq. Yd.,Added: 1 week ago
House,Well-constructed Brand New House Available For sale In Federal B Area - Block 13,11 Crore,"Federal B Area - Block 13, Federal B Area",8,6,400 Sq. Yd.,Added: 1 week ago
House,Prime Location 400 Square Yards House For sale In Rs. 73000000 Only,7.3 Crore,"Federal B Area - Block 13, Federal B Area",3,3,400 Sq. Yd.,Added: 1 week ago
House,Prime Location 400 Square Yards House For Grabs In Federal B Area,8.4 Crore,"Federal B Area - Block 13, Federal B Area",6,6,400 Sq. Yd.,Added: 1 week ago
House,Prime Location 400 Square Yards House For sale In Federal B Area - Block 13 Karachi,9.5 Crore,"Federal B Area - Block 13, Federal B Area",6,6,400 Sq. Yd.,Added: 1 week ago
House,"Prime Location 400 Square Yards House available for sale in Federal B Area - Block 10, Karachi",9.5 Crore,"Federal B Area - Block 10, Federal B Area",5,5,400 Sq. Yd.,Added: 1 week ago
House,Bungalow For Sale 10 Bed DD,6.65 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",10,6,240 Sq. Yd.,Added: 1 week ago
House,Bungalow For Sale *Code(13819)*,6 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",5,5,240 Sq. Yd.,Added: 1 week ago
House,500 Yards Bungalow For Sale In DHA 5 Khayaban Ne Bahriya Full Renovation Progress,10.5 Crore,"DHA Phase 5, DHA Defence",4,5,500 Sq. Yd.,Added: 1 week ago
House,SD House Available For Sale Good Location,8.25 Crore,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,Added: 1 week ago
House,Main Boulevard House West Open Brand New,6.75 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 1 week ago
House,IH House Available for sale Good Location,10.27 Crore,"Falcon Complex New Malir, Malir",5,6,500 Sq. Yd.,Added: 1 week ago
House,Highly-Desirable House Available In Askari 5 - Sector B For Sale,7.65 Crore,"Askari 5 - Sector B, Askari 5",4,4,425 Sq. Yd.,Added: 1 week ago
House,Prime Location Sale The Ideally Located House For An Incredible Price Of Pkr Rs. 22000000,2.2 Crore,"Mehmoodabad, Karachi",4,4,150 Sq. Yd.,Added: 1 week ago
House,Town House 200 Square Yards With Roof For Sale Near Shar E Faisal Karachi,6.7 Crore,"Karachi Administration Employees Society, Jamshed Town",7,5,200 Sq. Yd.,Added: 1 week ago
House,A Great Choice For A Prime Location 200 Square Yards House Available In Karachi Administration Employees Society,6.5 Crore,"Karachi Administration Employees Society, Jamshed Town",7,6,200 Sq. Yd.,Added: 1 week ago
House,Get In Touch Now To Buy A Prime Location 50 Square Yards House In Mehmoodabad Number 5,80 Lakh,"Mehmoodabad Number 5, Mehmoodabad",,,50 Sq. Yd.,Added: 1 week ago
House,Bungalow For Sale 2000 Yards Most Prime location,46 Crore,"Clifton - Block 5, Clifton",8,7,"2,000 Sq. Yd.",Added: 2 weeks ago
House,Bungalow For Sale 355 Yards Prime Location,25 Crore,"Clifton - Block 7, Clifton",7,7,355 Sq. Yd.,Added: 2 weeks ago
House,Chance Deal Brand New Bungalow 500 Yards For Sale,13.5 Crore,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,Added: 2 weeks ago
House,Buying A Prime Location House In DHA Phase 6 Karachi?,18.5 Crore,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 2 weeks ago
House,Prime Location House Available For sale In DHA Phase 6,15.5 Crore,"DHA Phase 6, DHA Defence",4,4,666 Sq. Yd.,Added: 2 weeks ago
House,Bungalow For Sale 666 Yards On Prime Location,18 Crore,"DHA Phase 8, DHA Defence",5,5,666 Sq. Yd.,Added: 2 weeks ago
House,600 Yards Bungalow For Sale On Prime Location,16 Crore,"Clifton - Block 2, Clifton",6,6,600 Sq. Yd.,Added: 2 weeks ago
House,"Spacious 6-Bedroom House For Sale In DHA Phase 8 , Zulfiqar Avenue",12.5 Crore,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,Added: 2 weeks ago
House,HOUSE FOR SALE BY BIRTH COMMERCIAL 100 SQUARE YARDS 20 EXTRA LAND GROUND PLUS ONE,2.6 Crore,"North Karachi - Sector 11-C/3, North Karachi",4,5,100 Sq. Yd.,Added: 2 weeks ago
House,Shahnawaz society sector 51-A scheme 33 Karachi,1.9 Crore,"Shahnawaz Cooperative Housing Society, Scheme 33 - Sector 51-A",4,4,120 Sq. Yd.,Added: 2 weeks ago
House,Ahsan Dream Land    Sector 52-A Scheme 33 Near Gulshan-E-Maymar,1.3 Crore,"Ahsan Dreamland, Scheme 33",2,2,120 Sq. Yd.,Added: 2 weeks ago
House,Ali Block Villa Available For Sale,1.3 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",2,2,125 Sq. Yd.,Added: 2 weeks ago
House,2000 Yards Bungalow For Sale,50 Crore,"DHA Phase 6, DHA Defence",10,7,"2,000 Sq. Yd.",Added: 1 week ago
House,House For Sale,11 Crore,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,Added: 6 days ago
House,New Brand Luxury 200 Sq Yard House Ground Plus 1 Six Months Installment,4.25 Crore,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",7,6,200 Sq. Yd.,Added: 1 week ago
House,Beautiful House Situated On Hali Road-Nestled On A Beautiful Road,15.5 Crore,"PECHS Block 2, PECHS",7,6,500 Sq. Yd.,Added: 3 days ago
House,House For Sale,5.8 Crore,"Gulshan-e-Jamal - Block C, Gulshan-e-Jamal",3,3,240 Sq. Yd.,Added: 4 days ago
House,House For Sale,4 Crore,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",7,3,200 Sq. Yd.,Added: 6 days ago
House,A 200 Square Yards House In Karachi Is On The Market For sale,4 Crore,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",7,4,200 Sq. Yd.,Added: 6 days ago
House,Ready To Buy A House In Gulistan-e-Jauhar - Block 11 Karachi,4 Crore,"Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar",3,6,200 Sq. Yd.,Added: 6 days ago
House,OLD 400SQURE YARDS HOUSE FOR COMMERCIAL 60 FeeT ROAD AVAILABLE FOR SALE,8.25 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",7,6,400 Sq. Yd.,Added: 6 days ago
House,Gwalior Cooperative Society House For Sale 120 Square Yards,2.6 Crore,"Gwalior Cooperative Housing Society, Scheme 33",4,5,120 Sq. Yd.,Added: 6 days ago
House,152 Square Yard Luxury Furnished Villa Available For Sale In Precinct 11B Bahria Town Karachi,1.55 Crore,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3,3,152 Sq. Yd.,Added: 6 days ago
House,Ideally Located Prime Location House For sale In Shaheed Millat Road Available,25 Crore,"Shaheed Millat Road, Karachi",6,6,500 Sq. Yd.,Added: 1 week ago
House,House Available For Sale In Adamjee Nagar,27 Crore,"Adamjee Nagar, Gulshan-e-Iqbal Town",,,975 Sq. Yd.,Added: 1 week ago
House,Well-Furnished 120 Yards House for Sale Double Storey + Sector 10,2.8 Crore,"North Karachi - Sector 10, North Karachi",6,6,120 Sq. Yd.,Added: 1 week ago
House,Brand New 120 Yards House for Sale in Prime North Town Phase 1 Location,1.25 Crore,"North Town Residency, Surjani Town",2,2,120 Sq. Yd.,Added: 1 week ago
House,"availabke for sale north nazimabad vip location,550 sq,yards,single story ,5 bed ,5 attached bath,no gas issue ,no ke issue ,no water issue,good location ,beautiful house",8.8 Crore,"North Nazimabad - Block N, North Nazimabad",5,5,550 Sq. Yd.,Added: 1 week ago
House,House For Sale On Main Rashid Turabi Road,21 Crore,"North Nazimabad - Block H, North Nazimabad",3,3,"1,000 Sq. Yd.",Added: 1 week ago
House,House For Sale,15 Crore,"North Nazimabad - Block H, North Nazimabad",6,6,575 Sq. Yd.,Added: 1 week ago
House,House For Sale,5.25 Crore,"North Nazimabad - Block N, North Nazimabad",6,6,256 Sq. Yd.,Added: 1 week ago
House,In North Nazimabad - Block J 200 Square Yards House For sale,5.25 Crore,"North Nazimabad - Block J, North Nazimabad",6,6,200 Sq. Yd.,Added: 1 week ago
House,240 yds G+2 west open,7.35 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",11,7,240 Sq. Yd.,Added: 1 week ago
House,500 Square Yards House In Clifton For sale At Good Location,14 Crore,"Clifton - Block 5, Clifton",4,4,500 Sq. Yd.,Added: 1 week ago
House,Get In Touch Now To Buy A House In Clifton - Block 5 Karachi,12 Crore,"Clifton - Block 5, Clifton",4,4,250 Sq. Yd.,Added: 1 week ago
House,"Chappal Uptown, House Available For Sale 120 SQYD Chappal Uptown Block 1 One Unit Villa",1.35 Crore,"Chapal Uptown, Karachi",3,3,120 Sq. Yd.,Added: 1 week ago
House,Demolishing House For Sale,5.1 Crore,"North Nazimabad - Block L, North Nazimabad",3,3,233 Sq. Yd.,Added: 1 week ago
House,Demolishing House For Sale,9 Crore,"North Nazimabad - Block L, North Nazimabad",3,3,419 Sq. Yd.,Added: 1 week ago
House,Corner Bunglow Ground+2 on 60 ft road.,26 Crore,"North Nazimabad - Block A, North Nazimabad",,,900 Sq. Yd.,Added: 1 week ago
House,"Ground Plus 2, 120 Sqyd, House Available For Sale , Prime Location Of Bufferzone",2.5 Crore,"Buffer Zone, North Karachi",6,6,120 Sq. Yd.,Added: 1 week ago
House,"Corner, Double Storey, 120 Sqyd, House Available For Sale , Prime Location Of Bufferzone",3 Crore,"Buffer Zone, North Karachi",4,4,120 Sq. Yd.,Added: 1 week ago
House,"Double Storey 120 sqyd, House Available For Sale , Prime Location of Buffer zone",2.6 Crore,"Buffer Zone, North Karachi",4,4,120 Sq. Yd.,Added: 1 week ago
House,"Ground Plus One. 120 sqyd, House Available For Sale , Prime Location of Bufferzone",2.25 Crore,"Buffer Zone, North Karachi",4,4,120 Sq. Yd.,Added: 1 week ago
House,A Prime Location House Of 400 Square Yards In Khalid Bin Walid Road,12.5 Crore,"Khalid Bin Walid Road, Karachi",,,400 Sq. Yd.,Added: 1 week ago
House,Looking For A Prime Location House In Manzoor Colony Manzoor Colony,1.4 Crore,"Manzoor Colony, Karachi",,,160 Sq. Yd.,Added: 1 week ago
House,Prime Location Mehmoodabad Number 5 House For Sale Sized 50 Square Yards,80 Lakh,"Mehmoodabad Number 5, Mehmoodabad",,,50 Sq. Yd.,Added: 1 week ago
House,Prime Location House For Sale Is Readily Available In Prime Location Of Manzoor Colony,1.4 Crore,"Manzoor Colony, Karachi",,,150 Sq. Yd.,Added: 1 week ago
House,500 Sq Yard Out Class Bungalow For Sale,14 Crore,"DHA Phase 8, DHA Defence",5,6,500 Sq. Yd.,Added: 1 week ago
House,House Is Available For Sale In Saima Villas,1.9 Crore,"Saima Villas, Karachi Motorway",3,3,240 Sq. Yd.,Added: 1 week ago
House,120 Square Yard House Ground Plus 2 KDA Leased In Federal B Area Black 5,2.3 Crore,"Federal B Area - Block 5, Federal B Area",7,6,160 Sq. Yd.,Added: 1 week ago
House,Book A Prime Location House Of 350 Square Yards In Navy Housing Scheme Karsaz - Phase 3 Karachi,21 Crore,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 1 week ago
House,This Is Your Chance To Buy Prime Location House In Karachi,17 Crore,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 1 week ago
House,Prime Location 350 Square Yards House For sale In Navy Housing Scheme Karsaz - Phase 3,16 Crore,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 1 week ago
House,Prime Location House In Navy Housing Scheme Karsaz - Phase 1 For Sale,20 Crore,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 1 week ago
House,Ideally Located Prime Location House For Sale In Navy Housing Scheme Karsaz - Phase 3 Available,35 Crore,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",,,500 Sq. Yd.,Added: 1 week ago
House,Prime Location House Sized 800 Square Yards Available In Navy Housing Scheme Karsaz - Phase 1,70 Crore,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",,,800 Sq. Yd.,Added: 1 week ago
House,Corner WEST OPEN House Available For Sale In State Bank Society Karachi,5.5 Crore,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",6,7,200 Sq. Yd.,Added: 1 week ago
House,200 Sq Yard West Open House Under Construction New Brand,4.8 Crore,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",5,,200 Sq. Yd.,Added: 1 week ago
House,120 Square Yard Ground Plus 2 Park Facing House Available In State Bank Society Sector 17A Scheme 33 Karachi,3.2 Crore,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",8,,120 Sq. Yd.,Added: 1 week ago
House,Capital Cooperative Housing Society 240 Square Yards House Up For Sale,5 Crore,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",3,3,240 Sq. Yd.,Added: 1 week ago
House,"Prime Location House Of 200 Square Yards Is Available For sale In State Bank of Pakistan Housing Society, Karachi",4.55 Crore,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",6,6,200 Sq. Yd.,Added: 1 week ago
House,120 Square Yard Ground Plus 2 Park Facing In State Bank Society Sector 17A Scheme 33 Karachi,3.25 Crore,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",6,6,120 Sq. Yd.,Added: 1 week ago
House,Ideal Prime Location House In Karachi Available For Rs. 46000000,4.6 Crore,"Gwalior Cooperative Housing Society, Scheme 33",6,6,240 Sq. Yd.,Added: 1 week ago
House,DEMOLISH SINGLE STOREY HOUSE FB AREA BLOCK 17 PRIME LOCATION IDEAL NEAR BY ROAD,6.7 Crore,"Federal B Area, Karachi",,,417 Sq. Yd.,Added: 1 week ago
House,LEASED BUNGALOW FOR SALE,7.5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",9,6,240 Sq. Yd.,Added: 2 weeks ago
House,Well-constructed Prime Location House Available For sale In Pakistan Merchant Navy Society,5.5 Crore,"Pakistan Merchant Navy Society, Scheme 33 - Sector 15-A",,,240 Sq. Yd.,Added: 2 weeks ago
House,House Available For Sale In Saima Luxury Homes Karachi,2.15 Crore,"Saima Luxury Homes, Karachi",3,3,120 Sq. Yd.,Added: 2 weeks ago
House,House Available For Sale In Saima Luxury Homes Karachi,2.5 Crore,"Saima Luxury Homes, Karachi",4,4,120 Sq. Yd.,Added: 2 weeks ago
House,House Available For Sale In Saima Luxury Homes Karachi,2.85 Crore,"Saima Luxury Homes, Karachi",6,6,160 Sq. Yd.,Added: 2 weeks ago
House,120 SINGLE STOREY HOUSE FOR SALE,1.75 Crore,"Saima Luxury Homes, Karachi",2,2,120 Sq. Yd.,Added: 2 weeks ago
House,240 SQUARE YARD ONE UNIT FOR SALE,3.15 Crore,"Saima Luxury Homes, Karachi",4,4,240 Sq. Yd.,Added: 2 weeks ago
House,120 SQUARE YARDS DOUBLE STOREY 4 BED DD,2.5 Crore,"Saima Luxury Homes, Karachi",4,4,120 Sq. Yd.,Added: 2 weeks ago
House,Brand New 150 Yards 3 Bed Lounge Drawing,80 Lakh,"Malir, Karachi",3,3,150 Sq. Yd.,Added: 2 weeks ago
House,New 120 g+1.4 bed dd West open,3.25 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",4,6,120 Sq. Yd.,Added: 2 weeks ago
House,"120 SQ Yards House For Sale In Phase 7 Extension, DHA",4.7 Crore,"DHA Phase 7 Extension, DHA Defence",4,4,120 Sq. Yd.,Added: 2 weeks ago
House,Block 5 400 Sq Yards G+1 3 Bed DD Each Floor 9 Cr (Negotiable),9 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6,6,400 Sq. Yd.,Added: 2 weeks ago
House,BRAND NEW HOUSE FOR SALE 120 SQUARE YARD GORUND+1 CORNER,4 Crore,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal",4,4,120 Sq. Yd.,Added: 2 weeks ago
House,Prime Location House Sized 800 Square Yards Available In Navy Housing Scheme Karsaz - Phase 1,70 Crore,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",,,800 Sq. Yd.,Added: 2 weeks ago
House,Ideally Located Prime Location House For sale In Navy Housing Scheme Karsaz - Phase 3 Available,35 Crore,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",,,500 Sq. Yd.,Added: 2 weeks ago
House,A Great Choice For A Prime Location 350 Square Yards House Available In Navy Housing Scheme Karsaz - Phase 3,21 Crore,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 2 weeks ago
House,Prime Location House In Navy Housing Scheme Karsaz - Phase 1 For Sale,20 Crore,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 2 weeks ago
House,Book A Prime Location House Of 350 Square Yards In Navy Housing Scheme Karsaz - Phase 3 Karachi,21 Crore,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 2 weeks ago
House,This Is Your Chance To Buy Prime Location House In Karachi,17 Crore,"Navy Housing Scheme Karsaz - Phase 1, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 2 weeks ago
House,Prime Location 350 Square Yards House In Only Rs. 150000000,15 Crore,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 2 weeks ago
House,This Is Your Chance To Buy Prime Location House In Navy Housing Scheme Karsaz - Phase 2 Karachi,17 Crore,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 2 weeks ago
House,Prime Location 350 Square Yards House In Stunning Navy Housing Scheme Karsaz - Phase 2 Is Available For sale,20 Crore,"Navy Housing Scheme Karsaz - Phase 2, Navy Housing Scheme Karsaz",5,5,350 Sq. Yd.,Added: 2 weeks ago
House,PINK RESIDENCY GROUND PLUS 1 HOUSE AVAILABLE FOR SALE,1.9 Crore,"Pink Residency, Gulistan-e-Jauhar - Block 8-A",4,4,120 Sq. Yd.,Added: 2 weeks ago
House,RUFI HOUSE AVAILABLE FOR SALE,2.25 Crore,"Rufi Dream City, University Road",4,4,150 Sq. Yd.,Added: 2 weeks ago
House,5-BED House | West Open | Sector-B | Available For Sale,8.9 Crore,"Askari 5, Malir Cantonment",5,6,500 Sq. Yd.,Added: 2 weeks ago
House,GULISTAN-E-JUHAR VIP BLOCK 7 BRAND NEW HOUSE FOR SALE,6.25 Crore,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",6,6,240 Sq. Yd.,Added: 2 weeks ago
House,Just Like New 4 Bed Dd (6 Rooms) Portion On 240 Yards Facing 400 Yards Bungalows On The Main 100 Feet Road In Block 4 Gulistan-E-Jauhar With Green Belt For Car Parking,2.5 Crore,"Gulistan-e-Jauhar - Block 4, Gulistan-e-Jauhar",4,5,240 Sq. Yd.,Added: 2 weeks ago
House,Just Like New 4 Bed Dd (6 Rooms) Portion On 240 Yards Facing 400 Yards Bungalows On The Main 100 Feet Road In Block 4 Gulistan-E-Jauhar With Green Belt For Car Parking,2.5 Crore,"Gulistan-e-Jauhar - Block 4, Gulistan-e-Jauhar",4,5,240 Sq. Yd.,Added: 2 weeks ago
House,Bungalow For Sale,2.25 Crore,"Bhittai Colony, Korangi",3,3,120 Sq. Yd.,Added: 2 weeks ago
House,"Commercial House Available For Sale In Block J, North Nazimabad Town Shahjahan Avenue Road",8 Crore,"North Nazimabad - Block J, North Nazimabad",5,5,400 Sq. Yd.,Added: 2 weeks ago
House,"Commercial House Available For Sale In Block J, North Nazimabad Town Shahjahan Avenue Road",8 Crore,"North Nazimabad - Block J, North Nazimabad",5,5,400 Sq. Yd.,Added: 2 weeks ago
House,200 Square Yard Villa Available For Sale,1.7 Crore,"Bahria Town - Precinct 10-A, Bahria Town Karachi",3,3,200 Sq. Yd.,Added: 2 weeks ago
House,Sports City Villa Available For Sale,1.75 Crore,"Bahria Sports City, Bahria Town Karachi",3,3,350 Sq. Yd.,Added: 2 weeks ago
House,CHANCE DEAL ON BOOKING Town House 175 Sq Yard In Karachi Admin Near To PECHS Share E Faisal,6.5 Crore,"Karachi Administration Employees Society, Jamshed Town",5,5,175 Sq. Yd.,Added: 2 weeks ago
House,Ali Block Villa Available For Sale,1.3 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",2,2,125 Sq. Yd.,Added: 2 weeks ago
House,Ideally Located House For Sale In DHA Phase 4 Available,5.25 Crore,"DHA Phase 4, DHA Defence",4,4,200 Sq. Yd.,Added: 2 weeks ago
House,,8.25 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",7,6,400 Sq. Yd.,Added: 6 days ago
House,,2.6 Crore,"Gwalior Cooperative Housing Society, Scheme 33",4,5,120 Sq. Yd.,Added: 6 days ago
House,,1.55 Crore,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3,3,152 Sq. Yd.,Added: 6 days ago
House,,25 Crore,"Shaheed Millat Road, Karachi",6,6,500 Sq. Yd.,Added: 1 week ago
House,,27 Crore,"Adamjee Nagar, Gulshan-e-Iqbal Town",,,975 Sq. Yd.,Added: 1 week ago
House,,2.8 Crore,"North Karachi - Sector 10, North Karachi",6,6,120 Sq. Yd.,Added: 1 week ago
House,,1.25 Crore,"North Town Residency, Surjani Town",2,2,120 Sq. Yd.,Added: 1 week ago
House,,8.8 Crore,"North Nazimabad - Block N, North Nazimabad",5,5,550 Sq. Yd.,Added: 1 week ago
House,,21 Crore,"North Nazimabad - Block H, North Nazimabad",3,3,"1,000 Sq. Yd.",Added: 1 week ago
House,,15 Crore,"North Nazimabad - Block H, North Nazimabad",6,6,575 Sq. Yd.,Added: 1 week ago
House,,5.25 Crore,"North Nazimabad - Block N, North Nazimabad",6,6,256 Sq. Yd.,Added: 1 week ago
House,,5.25 Crore,"North Nazimabad - Block J, North Nazimabad",6,6,200 Sq. Yd.,Added: 1 week ago
House,,7.35 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",11,7,240 Sq. Yd.,Added: 1 week ago
House,,14 Crore,"Clifton - Block 5, Clifton",4,4,500 Sq. Yd.,Added: 1 week ago
House,,12 Crore,"Clifton - Block 5, Clifton",4,4,250 Sq. Yd.,Added: 1 week ago
House,,1.35 Crore,"Chapal Uptown, Karachi",3,3,120 Sq. Yd.,Added: 1 week ago
House,,5.1 Crore,"North Nazimabad - Block L, North Nazimabad",3,3,233 Sq. Yd.,Added: 1 week ago
House,,9 Crore,"North Nazimabad - Block L, North Nazimabad",3,3,419 Sq. Yd.,Added: 1 week ago
House,,26 Crore,"North Nazimabad - Block A, North Nazimabad",,,900 Sq. Yd.,Added: 1 week ago
House,,2.5 Crore,"Buffer Zone, North Karachi",6,6,120 Sq. Yd.,Added: 1 week ago
House,,3 Crore,"Buffer Zone, North Karachi",4,4,120 Sq. Yd.,Added: 1 week ago
House,,2.6 Crore,"Buffer Zone, North Karachi",4,4,120 Sq. Yd.,Added: 1 week ago
House,,2.25 Crore,"Buffer Zone, North Karachi",4,4,120 Sq. Yd.,Added: 1 week ago
House,,12.5 Crore,"Khalid Bin Walid Road, Karachi",,,400 Sq. Yd.,Added: 1 week ago
House,,1.4 Crore,"Manzoor Colony, Karachi",,,160 Sq. Yd.,Added: 1 week ago
House,,80 Lakh,"Mehmoodabad Number 5, Mehmoodabad",,,50 Sq. Yd.,Added: 1 week ago
House,,1.4 Crore,"Manzoor Colony, Karachi",,,150 Sq. Yd.,Added: 1 week ago
House,,14 Crore,"DHA Phase 8, DHA Defence",5,6,500 Sq. Yd.,Added: 1 week ago
House,,1.9 Crore,"Saima Villas, Karachi Motorway",3,3,240 Sq. Yd.,Added: 1 week ago
House,,2.3 Crore,"Federal B Area - Block 5, Federal B Area",7,6,160 Sq. Yd.,Added: 1 week ago
House,,5 Crore,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",3,3,240 Sq. Yd.,Added: 1 week ago
House,,4.5 Crore,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",6,6,200 Sq. Yd.,Added: 1 week ago
House,,2.8 Crore,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",5,6,120 Sq. Yd.,Added: 1 week ago
House,,13 Crore,"Federal B Area - Block 5, Federal B Area",9,,"1,000 Sq. Yd.",Added: 1 week ago
House,,2.7 Crore,"North Karachi - Sector 4, North Karachi",8,4,120 Sq. Yd.,Added: 2 weeks ago
House,,4.3 Crore,"DHA Phase 7 Extension, DHA Defence",4,4,120 Sq. Yd.,Added: 2 weeks ago
House,,4.3 Crore,"Manzoor Colony, Karachi",,1,150 Sq. Yd.,Added: 2 weeks ago
House,,5.8 Crore,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",6,6,240 Sq. Yd.,Added: 2 weeks ago
House,,22 Crore,"Tariq Road, Karachi",5,5,600 Sq. Yd.,Added: 2 weeks ago
House,,13 Crore,"PECHS Block 6, PECHS",5,5,250 Sq. Yd.,Added: 2 weeks ago
